ID,GBH_12m,Sex,EthnicAppearance_cleaned,Age,InitialRisk,AccHowKnown,Known 1,Known 2,ProceedingsType,Crimes in pre,Crimes in pre 1,DV in Pre,DV in Pre 1
438,No,M,North European - White,33,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
11208,No,M,North European - White,33,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
11296,No,M,North European - White,33,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,2,Yes
11296,No,M,North European - White,33,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,2,Yes
705,Yes,M,North European - White,34,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
1502,No,M,North European - White,34,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1502,No,M,North European - White,34,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2839,No,M,North European - White,34,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
4059,No,M,North European - White,34,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8233,No,M,North European - White,34,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
9287,No,M,North European - White,34,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11459,No,M,North European - White,34,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11529,No,M,North European - White,34,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12234,No,M,North European - White,34,M,Boyfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
990,Yes,M,North European - White,34,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
11897,No,M,North European - White,34,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
12559,Yes,M,North European - White,34,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
10953,No,M,North European - White,34,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
12659,No,M,North European - White,34,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
110,Yes,F,North European - White,34,Unknown,Ex Wife of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
848,No,M,North European - White,34,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2948,No,M,North European - White,34,S,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
3919,No,F,North European - White,34,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3930,No,F,North European - White,34,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7156,Yes,M,North European - White,34,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10970,No,M,North European - White,34,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11266,No,F,North European - White,34,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11513,No,M,North European - White,34,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11744,No,F,North European - White,34,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12002,No,F,North European - White,34,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12157,No,F,North European - White,34,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12258,No,M,North European - White,34,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12310,No,F,North European - White,34,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1638,No,M,North European - White,35,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
5659,No,F,North European - White,35,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7720,No,M,North European - White,35,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8669,No,F,North European - White,35,M,Girlfriend of victim,Boy/Girlfriend,Current,Summons,0,No,0,No
8967,No,M,North European - White,35,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9354,No,M,North European - White,35,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
9695,No,M,North European - White,35,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10712,No,M,North European - White,35,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,First time charged,0,No,0,No
10807,Yes,M,North European - White,35,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10982,No,F,North European - White,35,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11155,No,M,North European - White,35,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11801,No,M,North European - White,35,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12562,No,M,North European - White,35,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,0,No,0,No
12658,No,F,North European - White,35,M,Girlfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
1165,No,M,North European - White,35,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
2204,No,M,North European - White,35,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
11482,No,M,North European - White,35,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
1361,No,M,North European - White,35,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
76,No,M,North European - White,35,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,3,Yes,1,Yes
1304,No,M,North European - White,35,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3494,No,M,North European - White,35,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3980,No,M,North European - White,35,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4633,No,M,North European - White,35,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9725,No,F,North European - White,35,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9943,No,M,North European - White,35,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10522,No,M,North European - White,35,S,Boyfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
11165,No,M,North European - White,35,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11165,No,M,North European - White,35,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11658,No,M,North European - White,35,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11852,No,F,North European - White,35,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12662,No,M,North European - White,35,S,Husband of victim,Partner/Spouse,Current,First time charged,0,No,0,No
7886,No,M,North European - White,35,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
11846,No,M,North European - White,35,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,First time charged,1,Yes,0,No
12066,No,M,North European - White,35,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
2221,Yes,M,North European - White,35,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,2,Yes,2,Yes
2550,No,M,North European - White,36,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2813,No,M,North European - White,36,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4687,No,M,North European - White,36,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5815,No,F,North European - White,36,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
6836,No,F,North European - White,36,H,Civil Partner Same Sex,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7022,No,M,North European - White,36,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7209,No,F,North European - White,36,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7810,No,M,North European - White,36,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11925,Yes,M,North European - White,36,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12460,No,M,North European - White,36,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,First time charged,0,No,0,No
12658,No,F,North European - White,36,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
158,No,M,North European - White,36,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
1970,No,M,North European - White,36,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
84,No,M,North European - White,36,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
950,No,F,North European - White,36,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3424,No,F,North European - White,36,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
4105,No,M,North European - White,36,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5415,No,F,North European - White,36,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5587,No,M,North European - White,36,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8078,No,F,North European - White,36,S,Girlfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
8414,No,F,North European - White,36,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8955,No,F,North European - White,36,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10104,No,M,North European - White,36,S,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
10113,No,M,North European - White,36,S,Boyfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
11135,Yes,M,North European - White,36,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11776,No,M,North European - White,36,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12527,No,M,North European - White,36,S,Husband of victim,Partner/Spouse,Current,First time charged,0,No,0,No
1534,No,F,North European - White,36,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Postal Charge Requisition,1,Yes,0,No
358,Yes,M,North European - White,37,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1858,No,M,North European - White,37,H,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
2491,No,M,North European - White,37,H,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
3185,No,F,North European - White,37,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3257,No,M,North European - White,37,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3863,No,M,North European - White,37,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
4065,No,M,North European - White,37,M,Ex Wife of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
4198,No,M,North European - White,37,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4336,No,M,North European - White,37,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4522,No,M,North European - White,37,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5788,No,M,North European - White,37,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Adult caution,0,No,0,No
6558,No,M,North European - White,37,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8340,Yes,M,North European - White,37,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10041,No,M,North European - White,37,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11200,No,M,North European - White,37,M,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11566,No,M,North European - White,37,H,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11680,No,M,North European - White,37,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12638,No,M,North European - White,37,M,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
4677,No,F,North European - White,37,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
10590,No,M,North European - White,37,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
474,No,F,North European - White,37,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1907,No,M,North European - White,37,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11733,No,M,North European - White,37,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12057,No,M,North European - White,37,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12057,No,M,North European - White,37,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12173,No,M,North European - White,37,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,0,No,0,No
12363,No,F,North European - White,37,S,Girlfriend of victim,Boy/Girlfriend,Current,Second time charged,0,No,0,No
4820,Yes,M,North European - White,37,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,2,Yes
2474,No,F,North European - White,38,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4136,No,M,North European - White,38,M,Husband of victim,Partner/Spouse,Current,Adult caution,0,No,0,No
5965,No,M,North European - White,38,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6864,No,M,North European - White,38,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8312,Yes,M,North European - White,38,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
8312,No,M,North European - White,38,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
8836,Yes,M,North European - White,38,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9213,No,M,North European - White,38,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10145,No,M,North European - White,38,M,Husband of victim,Partner/Spouse,Current,Adult caution,0,No,0,No
11573,No,F,North European - White,38,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
2197,No,M,North European - White,38,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
2682,No,F,North European - White,38,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
11044,No,M,North European - White,38,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
1530,No,M,North European - White,38,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
9777,No,M,North European - White,38,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
466,No,M,North European - White,38,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2080,No,M,North European - White,38,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3662,No,M,North European - White,38,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5402,No,M,North European - White,38,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8588,No,F,North European - White,38,S,Girlfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
12307,No,F,North European - White,38,S,Ex Wife of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
12499,Yes,M,North European - White,38,S,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
12628,No,M,North European - White,38,S,Boyfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
3866,No,M,North European - White,39,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
4137,Yes,M,North European - White,39,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7044,No,F,North European - White,39,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8524,No,F,North European - White,39,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11146,No,M,North European - White,39,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11146,No,M,North European - White,39,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11243,No,M,North European - White,39,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11243,No,M,North European - White,39,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
